depth,shift,discharge,flag
14.04,0.00,9850.84,
14.05,0.00,9863.57,
14.06,0.00,9876.31,
14.07,0.00,9889.05,
14.08,0.00,9901.80,
14.09,0.00,9914.56,
14.10,0.00,9927.33,
14.11,0.00,9940.10,
14.12,0.00,9952.88,
14.13,0.00,9965.67,
14.14,0.00,9978.46,
14.15,0.00,9991.27,
14.16,0.00,10004.08,
14.17,0.00,10016.90,
14.18,0.00,10029.72,
14.19,0.00,10042.55,
14.20,0.00,10055.39,
14.21,0.00,10068.24,
14.22,0.00,10081.09,
14.23,0.00,10093.95,
14.24,0.00,10106.82,
14.25,0.00,10119.70,
14.26,0.00,10132.58,
14.27,0.00,10145.47,
14.28,0.00,10158.37,
14.29,0.00,10171.28,
14.30,0.00,10184.19,
14.31,0.00,10197.11,
14.32,0.00,10210.04,
14.33,0.00,10222.98,
14.34,0.00,10235.92,
14.35,0.00,10248.87,
14.36,0.00,10261.83,
14.37,0.00,10274.79,
14.38,0.00,10287.76,
14.39,0.00,10300.74,
14.40,0.00,10313.73,
14.41,0.00,10326.72,
14.42,0.00,10339.72,
14.43,0.00,10352.73,
14.44,0.00,10365.75,
14.45,0.00,10378.77,
14.46,0.00,10391.80,
14.47,0.00,10404.84,
14.48,0.00,10417.88,
14.49,0.00,10430.94,
14.50,0.00,10444.00,
14.51,0.00,10457.06,
14.52,0.00,10470.14,
14.53,0.00,10483.22,
14.54,0.00,10496.31,
14.55,0.00,10509.41,
14.56,0.00,10522.51,
14.57,0.00,10535.62,
14.58,0.00,10548.74,
14.59,0.00,10561.87,
14.60,0.00,10575.00,
14.61,0.00,10588.14,
14.62,0.00,10601.29,
14.63,0.00,10614.44,
14.64,0.00,10627.60,
14.65,0.00,10640.77,
14.66,0.00,10653.95,
14.67,0.00,10667.14,
14.68,0.00,10680.33,
14.69,0.00,10693.53,
14.70,0.00,10706.73,
14.71,0.00,10719.95,
14.72,0.00,10733.17,
14.73,0.00,10746.40,
14.74,0.00,10759.63,
14.75,0.00,10772.88,
14.76,0.00,10786.13,
14.77,0.00,10799.38,
14.78,0.00,10812.65,
14.79,0.00,10825.92,
14.80,0.00,10839.20,
14.81,0.00,10852.49,
14.82,0.00,10865.78,
14.83,0.00,10879.08,
14.84,0.00,10892.39,
14.85,0.00,10905.71,
14.86,0.00,10919.03,
14.87,0.00,10932.36,
14.88,0.00,10945.70,
14.89,0.00,10959.04,
14.90,0.00,10972.40,
14.91,0.00,10985.76,
14.92,0.00,10999.12,
14.93,0.00,11012.50,
14.94,0.00,11025.88,
14.95,0.00,11039.27,
14.96,0.00,11052.66,
14.97,0.00,11066.07,
14.98,0.00,11079.48,
14.99,0.00,11092.90,
15.00,0.00,11106.32,
15.01,0.00,11119.75,
15.02,0.00,11133.19,
15.03,0.00,11146.64,
15.04,0.00,11160.09,
15.05,0.00,11173.56,
15.06,0.00,11187.03,
15.07,0.00,11200.50,
15.08,0.00,11213.99,
15.09,0.00,11227.48,
15.10,0.00,11240.97,
15.11,0.00,11254.48,
15.12,0.00,11267.99,
15.13,0.00,11281.51,
15.14,0.00,11295.04,
15.15,0.00,11308.57,
15.16,0.00,11322.12,
15.17,0.00,11335.67,
15.18,0.00,11349.22,
15.19,0.00,11362.79,
15.20,0.00,11376.36,
15.21,0.00,11389.93,
15.22,0.00,11403.52,
15.23,0.00,11417.11,
15.24,0.00,11430.71,
15.25,0.00,11444.32,
15.26,0.00,11457.93,
15.27,0.00,11471.56,
15.28,0.00,11485.18,
15.29,0.00,11498.82,
15.30,0.00,11512.46,
15.31,0.00,11526.12,
15.32,0.00,11539.77,
15.33,0.00,11553.44,
15.34,0.00,11567.11,
15.35,0.00,11580.79,
15.36,0.00,11594.48,
15.37,0.00,11608.17,
15.38,0.00,11621.87,
15.39,0.00,11635.58,
15.40,0.00,11649.30,
15.41,0.00,11663.02,
15.42,0.00,11676.75,
15.43,0.00,11690.49,
15.44,0.00,11704.23,
15.45,0.00,11717.99,
15.46,0.00,11731.75,
15.47,0.00,11745.51,
15.48,0.00,11759.29,
15.49,0.00,11773.07,
15.50,0.00,11786.86,
15.51,0.00,11800.65,
15.52,0.00,11814.46,
15.53,0.00,11828.27,
15.54,0.00,11842.08,
15.55,0.00,11855.91,
15.56,0.00,11869.74,
15.57,0.00,11883.58,
15.58,0.00,11897.43,
15.59,0.00,11911.28,
15.60,0.00,11925.14,
15.61,0.00,11939.01,
15.62,0.00,11952.88,
15.63,0.00,11966.77,
15.64,0.00,11980.66,
15.65,0.00,11994.55,
15.66,0.00,12008.46,
15.67,0.00,12022.37,
15.68,0.00,12036.29,
15.69,0.00,12050.21,
15.70,0.00,12064.15,
15.71,0.00,12078.09,
15.72,0.00,12092.03,
15.73,0.00,12105.99,
15.74,0.00,12119.95,
15.75,0.00,12133.92,
15.76,0.00,12147.90,
15.77,0.00,12161.88,
15.78,0.00,12175.87,
15.79,0.00,12189.87,
15.80,0.00,12203.87,
15.81,0.00,12217.89,
15.82,0.00,12231.91,
15.83,0.00,12245.93,
15.84,0.00,12259.97,
15.85,0.00,12274.01,
15.86,0.00,12288.06,
15.87,0.00,12302.11,
15.88,0.00,12316.18,
15.89,0.00,12330.25,
15.90,0.00,12344.32,
15.91,0.00,12358.41,
15.92,0.00,12372.50,
15.93,0.00,12386.60,
15.94,0.00,12400.71,
15.95,0.00,12414.82,
15.96,0.00,12428.94,
15.97,0.00,12443.07,
15.98,0.00,12457.20,
15.99,0.00,12471.35,
16.00,0.00,12485.49,
16.01,0.00,12499.65,
16.02,0.00,12513.82,
16.03,0.00,12527.99,
16.04,0.00,12542.16,
16.05,0.00,12556.35,*
16.06,0.00,12571.05,
16.07,0.00,12585.76,
16.08,0.00,12600.48,
16.09,0.00,12615.21,
16.10,0.00,12629.95,
16.11,0.00,12644.69,
16.12,0.00,12659.44,
16.13,0.00,12674.20,
16.14,0.00,12688.97,
16.15,0.00,12703.74,
16.16,0.00,12718.52,
16.17,0.00,12733.32,
16.18,0.00,12748.12,
16.19,0.00,12762.92,
16.20,0.00,12777.74,
16.21,0.00,12792.56,
16.22,0.00,12807.39,
16.23,0.00,12822.23,
16.24,0.00,12837.08,
16.25,0.00,12851.94,
16.26,0.00,12866.80,
16.27,0.00,12881.67,
16.28,0.00,12896.55,
16.29,0.00,12911.44,
16.30,0.00,12926.34,
16.31,0.00,12941.24,
16.32,0.00,12956.15,
16.33,0.00,12971.07,
16.34,0.00,12986.00,
16.35,0.00,13000.94,
16.36,0.00,13015.88,
16.37,0.00,13030.83,
16.38,0.00,13045.79,
16.39,0.00,13060.76,
16.40,0.00,13075.74,
16.41,0.00,13090.72,
16.42,0.00,13105.71,
16.43,0.00,13120.71,
16.44,0.00,13135.72,
16.45,0.00,13150.74,
16.46,0.00,13165.76,
16.47,0.00,13180.79,
16.48,0.00,13195.84,
16.49,0.00,13210.88,
16.50,0.00,13225.94,
16.51,0.00,13241.00,
16.52,0.00,13256.08,
16.53,0.00,13271.16,
16.54,0.00,13286.25,
16.55,0.00,13301.34,
16.56,0.00,13316.45,
16.57,0.00,13331.56,
16.58,0.00,13346.68,
16.59,0.00,13361.81,
16.60,0.00,13376.95,
16.61,0.00,13392.09,
16.62,0.00,13407.24,
16.63,0.00,13422.40,
16.64,0.00,13437.57,
16.65,0.00,13452.75,
16.66,0.00,13467.93,
16.67,0.00,13483.13,
16.68,0.00,13498.33,
16.69,0.00,13513.54,
16.70,0.00,13528.75,
16.71,0.00,13543.98,
16.72,0.00,13559.21,
16.73,0.00,13574.45,
16.74,0.00,13589.70,
16.75,0.00,13604.96,
16.76,0.00,13620.22,
16.77,0.00,13635.49,
16.78,0.00,13650.78,
16.79,0.00,13666.06,
16.80,0.00,13681.36,
16.81,0.00,13696.67,
16.82,0.00,13711.98,
16.83,0.00,13727.30,
16.84,0.00,13742.63,
16.85,0.00,13757.97,
16.86,0.00,13773.31,
16.87,0.00,13788.66,
16.88,0.00,13804.02,
16.89,0.00,13819.39,
16.90,0.00,13834.77,
16.91,0.00,13850.16,
16.92,0.00,13865.55,
16.93,0.00,13880.95,
16.94,0.00,13896.36,
16.95,0.00,13911.77,
16.96,0.00,13927.20,
16.97,0.00,13942.63,
16.98,0.00,13958.07,
16.99,0.00,13973.52,
17.00,0.00,13988.98,
17.01,0.00,14004.44,
17.02,0.00,14019.92,
17.03,0.00,14035.40,
17.04,0.00,14050.89,
17.05,0.00,14066.38,
17.06,0.00,14081.89,
17.07,0.00,14097.40,
17.08,0.00,14112.92,
17.09,0.00,14128.45,
17.10,0.00,14143.99,
17.11,0.00,14159.53,
17.12,0.00,14175.08,
17.13,0.00,14190.65,
17.14,0.00,14206.21,
17.15,0.00,14221.79,
17.16,0.00,14237.38,
17.17,0.00,14252.97,
17.18,0.00,14268.57,
17.19,0.00,14284.18,
17.20,0.00,14299.79,
17.21,0.00,14315.42,
17.22,0.00,14331.05,
17.23,0.00,14346.69,
17.24,0.00,14362.34,
17.25,0.00,14378.00,
17.26,0.00,14393.66,
17.27,0.00,14409.33,
17.28,0.00,14425.01,
17.29,0.00,14440.70,
17.30,0.00,14456.40,
17.31,0.00,14472.10,
17.32,0.00,14487.82,
17.33,0.00,14503.54,
17.34,0.00,14519.26,
17.35,0.00,14535.00,
17.36,0.00,14550.74,
17.37,0.00,14566.50,
17.38,0.00,14582.26,
17.39,0.00,14598.02,
17.40,0.00,14613.80,
17.41,0.00,14629.59,
17.42,0.00,14645.38,
17.43,0.00,14661.18,
17.44,0.00,14676.99,
17.45,0.00,14692.80,
17.46,0.00,14708.63,
17.47,0.00,14724.46,
17.48,0.00,14740.30,
17.49,0.00,14756.14,
17.50,0.00,14772.00,
17.51,0.00,14787.86,
17.52,0.00,14803.74,
17.53,0.00,14819.62,
17.54,0.00,14835.50,
17.55,0.00,14851.40,
17.56,0.00,14867.30,
17.57,0.00,14883.21,
17.58,0.00,14899.13,
17.59,0.00,14915.06,
17.60,0.00,14931.00,
17.61,0.00,14946.94,
17.62,0.00,14962.89,
17.63,0.00,14978.85,
17.64,0.00,14994.82,
17.65,0.00,15010.79,
17.66,0.00,15026.78,
17.67,0.00,15042.77,
17.68,0.00,15058.77,
17.69,0.00,15074.77,
17.70,0.00,15090.79,
17.71,0.00,15106.81,
17.72,0.00,15122.84,
17.73,0.00,15138.88,
17.74,0.00,15154.93,
17.75,0.00,15170.98,
17.76,0.00,15187.05,
17.77,0.00,15203.12,
17.78,0.00,15219.19,
17.79,0.00,15235.28,
17.80,0.00,15251.38,
17.81,0.00,15267.48,
17.82,0.00,15283.59,
17.83,0.00,15299.71,
17.84,0.00,15315.83,
17.85,0.00,15331.97,
17.86,0.00,15348.11,
17.87,0.00,15364.26,*
17.88,0.00,15379.22,
17.89,0.00,15394.18,
17.90,0.00,15409.15,
17.91,0.00,15424.13,
17.92,0.00,15439.11,
17.93,0.00,15454.10,
17.94,0.00,15469.10,
17.95,0.00,15484.10,
17.96,0.00,15499.10,
17.97,0.00,15514.12,
17.98,0.00,15529.14,
17.99,0.00,15544.16,
18.00,0.00,15559.20,
18.01,0.00,15574.23,
18.02,0.00,15589.28,
18.03,0.00,15604.33,
18.04,0.00,15619.39,
18.05,0.00,15634.45,
18.06,0.00,15649.52,
18.07,0.00,15664.59,
18.08,0.00,15679.68,
18.09,0.00,15694.76,
18.10,0.00,15709.86,
18.11,0.00,15724.96,
18.12,0.00,15740.06,
18.13,0.00,15755.18,
18.14,0.00,15770.29,
18.15,0.00,15785.42,
18.16,0.00,15800.55,
18.17,0.00,15815.69,
18.18,0.00,15830.83,
18.19,0.00,15845.98,
18.20,0.00,15861.13,
18.21,0.00,15876.30,
18.22,0.00,15891.46,
18.23,0.00,15906.64,
18.24,0.00,15921.82,
18.25,0.00,15937.00,
18.26,0.00,15952.20,
18.27,0.00,15967.40,
18.28,0.00,15982.60,
18.29,0.00,15997.81,
18.30,0.00,16013.03,
18.31,0.00,16028.25,
18.32,0.00,16043.48,
18.33,0.00,16058.72,
18.34,0.00,16073.96,
18.35,0.00,16089.21,
18.36,0.00,16104.46,
18.37,0.00,16119.72,
18.38,0.00,16134.99,
18.39,0.00,16150.26,
18.40,0.00,16165.54,
18.41,0.00,16180.82,
18.42,0.00,16196.11,
18.43,0.00,16211.41,
18.44,0.00,16226.71,
18.45,0.00,16242.02,
18.46,0.00,16257.34,
18.47,0.00,16272.66,
18.48,0.00,16287.99,
18.49,0.00,16303.32,
18.50,0.00,16318.66,
18.51,0.00,16334.01,
18.52,0.00,16349.36,
18.53,0.00,16364.72,
18.54,0.00,16380.08,
18.55,0.00,16395.45,
18.56,0.00,16410.83,
18.57,0.00,16426.21,
18.58,0.00,16441.60,
18.59,0.00,16456.99,
18.60,0.00,16472.40,
18.61,0.00,16487.80,
18.62,0.00,16503.22,
18.63,0.00,16518.64,
18.64,0.00,16534.06,
18.65,0.00,16549.49,
18.66,0.00,16564.93,
18.67,0.00,16580.38,
18.68,0.00,16595.83,
18.69,0.00,16611.28,
18.70,0.00,16626.74,
18.71,0.00,16642.21,
18.72,0.00,16657.69,
18.73,0.00,16673.17,
18.74,0.00,16688.65,
18.75,0.00,16704.15,
18.76,0.00,16719.65,
18.77,0.00,16735.15,
18.78,0.00,16750.66,
18.79,0.00,16766.18,
18.80,0.00,16781.70,
18.81,0.00,16797.23,
18.82,0.00,16812.77,
18.83,0.00,16828.31,
18.84,0.00,16843.86,
18.85,0.00,16859.41,
18.86,0.00,16874.97,
18.87,0.00,16890.54,
18.88,0.00,16906.11,
18.89,0.00,16921.69,
18.90,0.00,16937.27,
18.91,0.00,16952.86,
18.92,0.00,16968.46,
18.93,0.00,16984.06,
18.94,0.00,16999.67,
18.95,0.00,17015.29,
18.96,0.00,17030.91,
18.97,0.00,17046.54,
18.98,0.00,17062.17,
18.99,0.00,17077.81,
19.00,0.00,17093.45,
19.01,0.00,17109.11,
19.02,0.00,17124.76,
19.03,0.00,17140.43,
19.04,0.00,17156.10,
19.05,0.00,17171.77,
19.06,0.00,17187.45,
19.07,0.00,17203.14,
19.08,0.00,17218.84,
19.09,0.00,17234.54,
19.10,0.00,17250.24,
19.11,0.00,17265.96,
19.12,0.00,17281.67,
19.13,0.00,17297.40,
19.14,0.00,17313.13,
19.15,0.00,17328.87,
19.16,0.00,17344.61,
19.17,0.00,17360.36,
19.18,0.00,17376.11,
19.19,0.00,17391.87,
19.20,0.00,17407.64,
19.21,0.00,17423.41,
19.22,0.00,17439.19,
19.23,0.00,17454.98,
19.24,0.00,17470.77,
19.25,0.00,17486.57,
19.26,0.00,17502.37,
19.27,0.00,17518.18,
19.28,0.00,17534.00,
19.29,0.00,17549.82,
19.30,0.00,17565.65,
19.31,0.00,17581.48,
19.32,0.00,17597.32,
19.33,0.00,17613.17,
19.34,0.00,17629.02,
19.35,0.00,17644.88,
19.36,0.00,17660.74,
19.37,0.00,17676.61,
19.38,0.00,17692.49,
19.39,0.00,17708.37,
19.40,0.00,17724.26,
19.41,0.00,17740.15,
19.42,0.00,17756.05,
19.43,0.00,17771.96,
19.44,0.00,17787.87,
19.45,0.00,17803.79,
19.46,0.00,17819.71,
19.47,0.00,17835.64,
19.48,0.00,17851.58,
19.49,0.00,17867.52,
19.50,0.00,17883.47,
19.51,0.00,17899.43,
19.52,0.00,17915.39,
19.53,0.00,17931.36,
19.54,0.00,17947.33,
19.55,0.00,17963.31,
19.56,0.00,17979.29,
19.57,0.00,17995.28,
19.58,0.00,18011.28,
19.59,0.00,18027.29,
19.60,0.00,18043.29,
19.61,0.00,18059.31,
19.62,0.00,18075.33,
19.63,0.00,18091.36,
19.64,0.00,18107.39,
19.65,0.00,18123.43,
19.66,0.00,18139.48,
19.67,0.00,18155.53,
19.68,0.00,18171.59,
19.69,0.00,18187.65,
19.70,0.00,18203.72,
19.71,0.00,18219.80,
19.72,0.00,18235.88,
19.73,0.00,18251.97,
19.74,0.00,18268.06,
19.75,0.00,18284.16,
19.76,0.00,18300.27,
19.77,0.00,18316.38,
19.78,0.00,18332.50,
19.79,0.00,18348.62,
19.80,0.00,18364.75,
19.81,0.00,18380.89,
19.82,0.00,18397.03,
19.83,0.00,18413.18,
19.84,0.00,18429.33,
19.85,0.00,18445.49,
19.86,0.00,18461.66,
19.87,0.00,18477.83,
19.88,0.00,18494.01,
19.89,0.00,18510.19,
19.90,0.00,18526.38,
19.91,0.00,18542.58,
19.92,0.00,18558.78,
19.93,0.00,18574.99,
19.94,0.00,18591.20,
19.95,0.00,18607.42,
19.96,0.00,18623.65,
19.97,0.00,18639.88,
19.98,0.00,18656.12,
19.99,0.00,18672.36,
20.00,0.00,18688.61,
20.01,0.00,18704.87,
20.02,0.00,18721.13,
20.03,0.00,18737.40,
20.04,0.00,18753.67,
20.05,0.00,18769.96,
20.06,0.00,18786.24,
20.07,0.00,18802.53,
20.08,0.00,18818.83,
20.09,0.00,18835.14,
20.10,0.00,18851.45,
20.11,0.00,18867.76,
20.12,0.00,18884.09,
20.13,0.00,18900.41,
20.14,0.00,18916.75,
20.15,0.00,18933.09,
20.16,0.00,18949.44,
20.17,0.00,18965.79,
20.18,0.00,18982.15,
20.19,0.00,18998.51,
20.20,0.00,19014.88,
20.21,0.00,19031.26,
20.22,0.00,19047.64,
20.23,0.00,19064.03,
20.24,0.00,19080.42,
20.25,0.00,19096.82,
20.26,0.00,19113.23,
20.27,0.00,19129.64,
20.28,0.00,19146.06,*
20.29,0.00,19163.46,
20.30,0.00,19180.86,
20.31,0.00,19198.27,
20.32,0.00,19215.69,
20.33,0.00,19233.11,
20.34,0.00,19250.54,
20.35,0.00,19267.98,
20.36,0.00,19285.43,
20.37,0.00,19302.88,
20.38,0.00,19320.34,
20.39,0.00,19337.81,
20.40,0.00,19355.29,
20.41,0.00,19372.77,
20.42,0.00,19390.26,
20.43,0.00,19407.76,
20.44,0.00,19425.26,
20.45,0.00,19442.77,
20.46,0.00,19460.29,
20.47,0.00,19477.82,
20.48,0.00,19495.35,
20.49,0.00,19512.89,
20.50,0.00,19530.44,
20.51,0.00,19547.99,
20.52,0.00,19565.55,
20.53,0.00,19583.12,
20.54,0.00,19600.70,
20.55,0.00,19618.28,
20.56,0.00,19635.87,
20.57,0.00,19653.47,
20.58,0.00,19671.07,
20.59,0.00,19688.69,
20.60,0.00,19706.31,
20.61,0.00,19723.93,
20.62,0.00,19741.57,
20.63,0.00,19759.21,
20.64,0.00,19776.86,
20.65,0.00,19794.51,
20.66,0.00,19812.17,
20.67,0.00,19829.84,
20.68,0.00,19847.52,
20.69,0.00,19865.20,
20.70,0.00,19882.90,
20.71,0.00,19900.60,
20.72,0.00,19918.30,
20.73,0.00,19936.01,
20.74,0.00,19953.73,
20.75,0.00,19971.46,
20.76,0.00,19989.20,
20.77,0.00,20006.94,
20.78,0.00,20024.69,
20.79,0.00,20042.44,
20.80,0.00,20060.21,
20.81,0.00,20077.98,
20.82,0.00,20095.76,
20.83,0.00,20113.54,
20.84,0.00,20131.33,
20.85,0.00,20149.13,
20.86,0.00,20166.94,
20.87,0.00,20184.75,
20.88,0.00,20202.57,
20.89,0.00,20220.40,
20.90,0.00,20238.24,
20.91,0.00,20256.08,
20.92,0.00,20273.93,
20.93,0.00,20291.79,
20.94,0.00,20309.65,
20.95,0.00,20327.52,
20.96,0.00,20345.40,
20.97,0.00,20363.29,
20.98,0.00,20381.18,
20.99,0.00,20399.08,
21.00,0.00,20416.99,
21.01,0.00,20434.90,
21.02,0.00,20452.82,
21.03,0.00,20470.75,
21.04,0.00,20488.69,
21.05,0.00,20506.63,
21.06,0.00,20524.58,
21.07,0.00,20542.54,
21.08,0.00,20560.50,
21.09,0.00,20578.47,
21.10,0.00,20596.45,
21.11,0.00,20614.44,
21.12,0.00,20632.43,
21.13,0.00,20650.43,
21.14,0.00,20668.44,
21.15,0.00,20686.46,
21.16,0.00,20704.48,
21.17,0.00,20722.51,
21.18,0.00,20740.54,
21.19,0.00,20758.59,
21.20,0.00,20776.64,
21.21,0.00,20794.70,
21.22,0.00,20812.76,
21.23,0.00,20830.83,
21.24,0.00,20848.91,
21.25,0.00,20867.00,
21.26,0.00,20885.09,
21.27,0.00,20903.19,
21.28,0.00,20921.30,
21.29,0.00,20939.42,
21.30,0.00,20957.54,
21.31,0.00,20975.67,
21.32,0.00,20993.81,
21.33,0.00,21011.95,
21.34,0.00,21030.10,
21.35,0.00,21048.26,
21.36,0.00,21066.43,
21.37,0.00,21084.60,
21.38,0.00,21102.78,
21.39,0.00,21120.97,
21.40,0.00,21139.16,
21.41,0.00,21157.36,
21.42,0.00,21175.57,
21.43,0.00,21193.79,
21.44,0.00,21212.01,
21.45,0.00,21230.24,
21.46,0.00,21248.48,
21.47,0.00,21266.72,
21.48,0.00,21284.97,
21.49,0.00,21303.23,
21.50,0.00,21321.50,
21.51,0.00,21339.77,
21.52,0.00,21358.05,
21.53,0.00,21376.34,
21.54,0.00,21394.63,
21.55,0.00,21412.93,
21.56,0.00,21431.24,*
21.57,0.00,21458.56,
21.58,0.00,21485.90,
21.59,0.00,21513.27,
21.60,0.00,21540.65,
21.61,0.00,21568.06,
21.62,0.00,21595.49,
21.63,0.00,21622.95,
21.64,0.00,21650.42,
21.65,0.00,21677.92,
21.66,0.00,21705.44,
21.67,0.00,21732.98,
21.68,0.00,21760.55,
21.69,0.00,21788.13,
21.70,0.00,21815.74,
21.71,0.00,21843.37,
21.72,0.00,21871.03,
21.73,0.00,21898.70,
21.74,0.00,21926.40,
21.75,0.00,21954.12,
21.76,0.00,21981.86,
21.77,0.00,22009.63,
21.78,0.00,22037.41,
21.79,0.00,22065.22,
21.80,0.00,22093.05,
21.81,0.00,22120.91,
21.82,0.00,22148.78,
21.83,0.00,22176.68,
21.84,0.00,22204.60,
21.85,0.00,22232.55,
21.86,0.00,22260.51,
21.87,0.00,22288.50,
21.88,0.00,22316.51,
21.89,0.00,22344.54,
21.90,0.00,22372.60,
21.91,0.00,22400.67,
21.92,0.00,22428.77,
21.93,0.00,22456.90,
21.94,0.00,22485.04,
21.95,0.00,22513.21,
21.96,0.00,22541.40,
21.97,0.00,22569.61,
21.98,0.00,22597.84,
21.99,0.00,22626.10,
22.00,0.00,22654.38,
22.01,0.00,22682.68,
22.02,0.00,22711.01,
22.03,0.00,22739.35,
22.04,0.00,22767.72,
22.05,0.00,22796.11,
22.06,0.00,22824.53,
22.07,0.00,22852.96,
22.08,0.00,22881.42,
22.09,0.00,22909.91,
22.10,0.00,22938.41,
22.11,0.00,22966.94,
22.12,0.00,22995.49,
22.13,0.00,23024.06,
22.14,0.00,23052.65,
22.15,0.00,23081.27,
22.16,0.00,23109.91,
22.17,0.00,23138.57,
22.18,0.00,23167.26,
22.19,0.00,23195.96,
22.20,0.00,23224.69,
22.21,0.00,23253.45,
22.22,0.00,23282.22,
22.23,0.00,23311.02,
22.24,0.00,23339.84,
22.25,0.00,23368.68,
22.26,0.00,23397.55,
22.27,0.00,23426.44,
22.28,0.00,23455.35,
22.29,0.00,23484.28,
22.30,0.00,23513.24,
22.31,0.00,23542.22,
22.32,0.00,23571.22,
22.33,0.00,23600.25,
22.34,0.00,23629.29,
22.35,0.00,23658.36,
22.36,0.00,23687.46,
22.37,0.00,23716.57,
22.38,0.00,23745.71,
22.39,0.00,23774.87,
22.40,0.00,23804.06,
22.41,0.00,23833.26,
22.42,0.00,23862.49,
22.43,0.00,23891.75,
22.44,0.00,23921.02,
22.45,0.00,23950.32,
22.46,0.00,23979.64,
22.47,0.00,24008.98,
22.48,0.00,24038.35,
22.49,0.00,24067.74,
22.50,0.00,24097.15,
22.51,0.00,24126.58,
22.52,0.00,24156.04,
22.53,0.00,24185.52,
22.54,0.00,24215.03,
22.55,0.00,24244.55,
22.56,0.00,24274.10,
22.57,0.00,24303.67,
22.58,0.00,24333.27,
22.59,0.00,24362.89,
22.60,0.00,24392.53,
22.61,0.00,24422.19,
22.62,0.00,24451.88,
22.63,0.00,24481.59,
22.64,0.00,24511.32,
22.65,0.00,24541.08,
22.66,0.00,24570.86,
22.67,0.00,24600.66,
22.68,0.00,24630.48,
22.69,0.00,24660.33,
22.70,0.00,24690.20,
22.71,0.00,24720.09,
22.72,0.00,24750.01,*
22.73,0.00,24798.11,
22.74,0.00,24846.28,
22.75,0.00,24894.52,
22.76,0.00,24942.83,
22.77,0.00,24991.22,
22.78,0.00,25039.68,
22.79,0.00,25088.21,
22.80,0.00,25136.81,
22.81,0.00,25185.49,
22.82,0.00,25234.24,
22.83,0.00,25283.06,
22.84,0.00,25331.96,
22.85,0.00,25380.93,
22.86,0.00,25429.97,
22.87,0.00,25479.08,
22.88,0.00,25528.27,
22.89,0.00,25577.53,
22.90,0.00,25626.87,
22.91,0.00,25676.28,
22.92,0.00,25725.76,
22.93,0.00,25775.32,
22.94,0.00,25824.95,
22.95,0.00,25874.65,
22.96,0.00,25924.43,
22.97,0.00,25974.28,
22.98,0.00,26024.21,
22.99,0.00,26074.21,
23.00,0.00,26124.28,
23.01,0.00,26174.43,
23.02,0.00,26224.66,
23.03,0.00,26274.95,
23.04,0.00,26325.33,
23.05,0.00,26375.77,
23.06,0.00,26426.30,
23.07,0.00,26476.89,
23.08,0.00,26527.56,
23.09,0.00,26578.31,
23.10,0.00,26629.13,
23.11,0.00,26680.03,
23.12,0.00,26731.00,
23.13,0.00,26782.05,
23.14,0.00,26833.17,
23.15,0.00,26884.37,
23.16,0.00,26935.64,
23.17,0.00,26986.99,
23.18,0.00,27038.41,
23.19,0.00,27089.92,
23.20,0.00,27141.49,
23.21,0.00,27193.14,
23.22,0.00,27244.87,
23.23,0.00,27296.68,
23.24,0.00,27348.56,
23.25,0.00,27400.51,
23.26,0.00,27452.55,
23.27,0.00,27504.65,
23.28,0.00,27556.84,
23.29,0.00,27609.10,
23.30,0.00,27661.44,
23.31,0.00,27713.86,
23.32,0.00,27766.35,
23.33,0.00,27818.92,
23.34,0.00,27871.56,
23.35,0.00,27924.29,
23.36,0.00,27977.09,
23.37,0.00,28029.97,
23.38,0.00,28082.92,
23.39,0.00,28135.95,
23.40,0.00,28189.06,
23.41,0.00,28242.25,
23.42,0.00,28295.51,
23.43,0.00,28348.86,
23.44,0.00,28402.28,
23.45,0.00,28455.77,
23.46,0.00,28509.35,
23.47,0.00,28563.00,
23.48,0.00,28616.73,
23.49,0.00,28670.54,
23.50,0.00,28724.43,
23.51,0.00,28778.40,
23.52,0.00,28832.44,
23.53,0.00,28886.57,
23.54,0.00,28940.77,
23.55,0.00,28995.05,
23.56,0.00,29049.41,
23.57,0.00,29103.84,
23.58,0.00,29158.36,
23.59,0.00,29212.96,
23.60,0.00,29267.63,
23.61,0.00,29322.38,
23.62,0.00,29377.22,
23.63,0.00,29432.13,
23.64,0.00,29487.12,
23.65,0.00,29542.19,
23.66,0.00,29597.34,
23.67,0.00,29652.57,
23.68,0.00,29707.88,
23.69,0.00,29763.27,*
23.70,0.00,29844.12,
23.71,0.00,29925.16,
23.72,0.00,30006.38,
23.73,0.00,30087.78,
23.74,0.00,30169.38,
23.75,0.00,30251.16,
23.76,0.00,30333.13,
23.77,0.00,30415.28,
23.78,0.00,30497.63,
23.79,0.00,30580.16,
23.80,0.00,30662.88,
23.81,0.00,30745.79,
23.82,0.00,30828.88,
23.83,0.00,30912.17,
23.84,0.00,30995.65,
23.85,0.00,31079.32,
23.86,0.00,31163.17,
23.87,0.00,31247.22,
23.88,0.00,31331.46,
23.89,0.00,31415.90,
23.90,0.00,31500.52,
23.91,0.00,31585.34,
23.92,0.00,31670.35,
23.93,0.00,31755.55,
23.94,0.00,31840.94,
23.95,0.00,31926.53,
23.96,0.00,32012.32,
23.97,0.00,32098.30,
23.98,0.00,32184.47,
23.99,0.00,32270.84,
24.00,0.00,32357.40,
24.01,0.00,32444.17,
